Dir,Train Line,Train ID,Train Key,Stn01,Stn02,Stn03,Stn04,Stn05,Stn06,Stn07,Stn08,Stn09,Stn10,Stn11,Stn12,Stn13,Stn14,Stn15,Stn16,Stn17,Stn18,Stn19,Stn20,Stn21,Stn22,Stn23,Stn24,Stn25,Stn26,Stn27,Stn28,Stn29,Stn30,Stn31,Stn32,Stn33,Stn34,Dptr01,Dptr02,Dptr03,Dptr04,Dptr05,Dptr06,Dptr07,Dptr08,Dptr09,Dptr10,Dptr11,Dptr12,Dptr13,Dptr14,Dptr15,Dptr16,Dptr17,Dptr18,Dptr19,Dptr20,Dptr21,Dptr22,Dptr23,Dptr24,Dptr25,Dptr26,Dptr27,Dptr28,Dptr29,Dptr30,Dptr31,Dptr32,Dptr33,Dptr34
OUT,ELSC,309,ELSC_309,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,7:15,7:17,7:20,7:21,7:22,7:24,7:27,7:29,7:31,7:33,-,7:37,7:39,7:41,7:43,7:45,7:47,7:49,7:52,,,,,,,,,,,,,,,
OUT,ELSC,311,ELSC_311,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,7:35,7:37,7:39,7:41,7:42,7:44,7:47,7:49,7:51,7:53,-,7:57,7:59,8:01,8:03,8:05,8:07,8:09,8:12,,,,,,,,,,,,,,,
OUT,ELSC,313,ELSC_313,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,8:20,8:22,8:25,8:26,8:27,8:29,8:32,8:34,8:36,8:38,-,8:42,8:44,8:46,8:48,8:50,8:52,8:54,8:57,,,,,,,,,,,,,,,
OUT,ELSC,315,ELSC_315,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,9:20,9:22,9:25,9:26,9:27,9:29,9:32,9:34,9:36,9:38,-,9:42,9:44,9:46,9:48,9:50,9:52,9:54,9:57,,,,,,,,,,,,,,,
OUT,ELSC,317,ELSC_317,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,10:20,10:22,10:25,10:26,10:27,10:29,10:32,10:34,10:36,10:38,-,10:42,10:44,10:46,10:48,10:50,10:52,10:54,10:57,,,,,,,,,,,,,,,
OUT,ELSC,319,ELSC_319,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,11:20,11:22,11:25,11:26,11:27,11:29,11:32,11:34,11:36,11:38,-,11:42,11:44,11:46,11:48,11:50,11:52,11:54,11:57,,,,,,,,,,,,,,,
OUT,ELSC,321,ELSC_321,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,12:20,12:22,12:25,12:26,12:27,12:29,12:32,12:34,12:36,12:38,12:39,12:42,12:44,12:46,12:48,12:50,12:52,12:54,12:57,,,,,,,,,,,,,,,
OUT,ELSC,323,ELSC_323,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,13:20,13:22,13:25,13:26,13:27,13:29,13:32,13:34,13:36,13:38,-,13:42,13:44,13:46,13:48,13:50,13:52,13:54,13:57,,,,,,,,,,,,,,,
OUT,ELSC,325,ELSC_325,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,14:20,14:22,14:25,14:26,14:27,14:29,14:32,14:34,14:36,14:38,14:39,14:42,14:44,14:46,14:48,14:50,14:52,14:54,14:57,,,,,,,,,,,,,,,
OUT,ELSC,327,ELSC_327,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,15:10,15:12,15:15,15:16,15:17,15:19,15:22,15:24,15:26,15:28,15:29,15:32,15:34,15:36,15:38,15:40,15:42,15:44,15:48,,,,,,,,,,,,,,,
OUT,ELSC,329,ELSC_329,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,15:30,15:32,15:35,15:36,15:37,15:38,15:42,15:44,15:46,15:48,-,15:52,15:54,15:56,15:58,16:00,16:02,16:04,16:08,,,,,,,,,,,,,,,
OUT,ELSC,331,ELSC_331,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,16:00,16:02,16:05,16:06,16:07,16:09,16:12,16:14,16:16,16:18,-,16:22,16:24,16:26,16:28,16:30,16:32,16:34,16:38,,,,,,,,,,,,,,,
OUT,ELSC,401,ELSC_401,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,16:25,16:27,16:30,-,16:32,16:34,16:37,16:39,16:41,16:43,-,16:47,16:49,16:51,16:53,16:55,16:57,16:59,17:03,,,,,,,,,,,,,,,
OUT,ELSC,403,ELSC_403,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,16:45,16:47,16:50,-,16:52,16:54,16:57,16:59,17:01,17:03,-,17:08,17:10,17:12,17:14,17:16,17:18,17:20,17:24,,,,,,,,,,,,,,,
OUT,ELSC,405,ELSC_405,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,17:00,17:02,17:05,-,-,-,-,17:12,17:14,17:16,-,17:22,17:24,17:26,17:28,17:30,17:32,17:34,17:38,,,,,,,,,,,,,,,
OUT,ELSC,407,ELSC_407,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,17:15,17:18,17:21,17:23,17:25,17:27,17:30,17:32,17:34,17:36,-,17:41,17:43,17:45,17:47,17:49,17:51,17:53,17:57,,,,,,,,,,,,,,,
OUT,ELSC,337,ELSC_337,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,17:30,17:32,17:35,-,17:37,17:39,17:42,17:44,17:46,17:48,-,17:53,17:55,17:57,17:59,18:01,18:03,18:05,18:09,,,,,,,,,,,,,,,
OUT,ELSC,339,ELSC_339,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,18:00,18:02,18:05,18:06,18:07,18:09,18:12,18:14,18:16,18:18,-,18:23,18:25,18:27,18:29,18:31,18:33,18:35,18:39,,,,,,,,,,,,,,,
OUT,ELSC,341,ELSC_341,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,18:30,18:32,18:35,18:36,18:37,18:39,18:42,18:44,18:46,18:48,-,18:53,18:55,18:57,18:59,19:01,19:03,19:05,19:09,,,,,,,,,,,,,,,
OUT,ELSC,343,ELSC_343,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,19:15,19:17,19:20,19:21,19:22,19:24,19:27,19:29,19:31,19:33,-,19:37,19:39,19:41,19:43,19:45,19:47,19:49,19:52,,,,,,,,,,,,,,,
