Dir,Train Line,Train ID,Train Key,Stn01,Stn02,Stn03,Stn04,Stn05,Stn06,Stn07,Stn08,Stn09,Stn10,Stn11,Stn12,Stn13,Stn14,Stn15,Stn16,Stn17,Stn18,Stn19,Stn20,Stn21,Stn22,Stn23,Stn24,Stn25,Stn26,Stn27,Stn28,Stn29,Stn30,Stn31,Stn32,Stn33,Stn34,Dptr01,Dptr02,Dptr03,Dptr04,Dptr05,Dptr06,Dptr07,Dptr08,Dptr09,Dptr10,Dptr11,Dptr12,Dptr13,Dptr14,Dptr15,Dptr16,Dptr17,Dptr18,Dptr19,Dptr20,Dptr21,Dptr22,Dptr23,Dptr24,Dptr25,Dptr26,Dptr27,Dptr28,Dptr29,Dptr30,Dptr31,Dptr32,Dptr33,Dptr34
OUT,ELML,139,ELML_139,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,18:08,18:10,18:13,-,-,-,-,-,18:20,-,-,-,-,-,-,-,-,-,-,-,18:31,18:36,18:38,18:41,18:43,18:46,18:48,18:50,18:53,18:55,18:58,19:01,19:05,19:12
OUT,ELML,141,ELML_141,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,18:38,18:40,18:43,-,-,-,-,-,18:50,-,-,-,-,-,-,-,-,-,-,-,19:02,19:07,19:09,19:12,19:14,19:17,19:19,19:21,19:24,19:26,19:29,19:32,19:35,19:39
OUT,ELML,143,ELML_143,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,19:20,19:22,19:25,-,-,-,-,-,19:32,-,19:34,19:38,19:39,19:41,19:43,19:45,19:47,19:49,19:50,19:52,19:55,19:59,20:01,20:03,20:05,20:08,20:10,20:12,20:15,20:17,20:20,20:22,20:26,20:31
OUT,ELML,145,ELML_145,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,20:20,20:22,20:25,20:26,20:27,20:29,20:32,20:34,20:36,20:38,20:39,20:43,20:44,20:46,20:47,20:48,20:50,20:52,20:53,20:55,20:57,21:02,21:04,21:06,21:08,21:11,21:13,21:15,21:18,21:20,21:22,21:24,21:27,21:34
OUT,ELML,147,ELML_147,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,21:20,21:22,21:25,21:26,21:27,21:29,21:32,21:34,21:36,21:38,21:39,21:42,21:43,21:45,21:46,21:47,21:49,21:51,21:52,21:54,21:56,22:01,22:03,22:05,22:07,22:10,22:12,22:14,22:17,22:19,22:21,22:23,22:26,22:31
OUT,ELML,149,ELML_149,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,22:20,22:22,22:25,22:26,22:27,22:29,22:32,22:34,22:36,22:38,22:39,22:42,22:43,22:45,22:46,22:47,22:49,22:51,22:52,22:54,22:56,23:01,23:03,23:05,23:07,23:10,23:12,23:14,23:17,23:19,23:21,23:23,23:26,23:30
OUT,ELML,151,ELML_151,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,23:20,23:22,23:25,23:26,23:27,23:29,23:32,23:34,23:36,23:38,23:39,23:42,23:43,23:45,23:46,23:47,23:49,23:51,23:52,23:54,23:56,0:01,0:03,0:05,0:07,0:10,0:12,0:14,0:17,0:19,0:21,0:23,0:26,0:30
OUT,ELML,153,ELML_153,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,"75th St., Grand Crossing","79th St., Chatham","83rd St., Avalon Park","87th St., Woodruff","91st St., Chesterfield","95th St., Chicago State Univ.","103rd St., Rosemoor",107th Street,"111th St., Pullman","Kensington, 115th St.",Riverdale,Ivanhoe,"147th St., Sibley Blvd.",Harvey,Hazel Crest,Calumet,Homewood,Flossmoor,Olympia Fields,"211th St., Lincoln Hwy.",Matteson,Richton Park,University Park,0:50,0:52,0:55,0:56,0:57,0:59,1:01,1:03,1:04,1:06,1:07,1:10,1:12,1:14,1:15,1:16,1:18,1:20,1:21,1:23,1:26,1:31,1:33,1:35,1:38,1:40,1:42,1:44,1:46,1:48,1:50,1:52,1:55,2:00
IN,ELSC,350,ELSC_350,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,0:09,0:12,0:14,0:16,0:18,0:20,0:22,0:24,0:27,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,318,ELSC_318,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,10:21,10:24,10:26,10:28,10:30,10:32,10:34,10:36,10:39,10:41,10:43,10:45,10:46,10:49,10:51,10:52,10:54,10:57,11:02,,,,,,,,,,,,,,,
IN,ELSC,320,ELSC_320,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,11:21,11:24,11:26,11:28,11:30,11:32,11:34,11:36,11:39,11:41,11:43,11:45,11:46,11:49,11:51,11:52,11:54,11:57,12:02,,,,,,,,,,,,,,,
IN,ELSC,322,ELSC_322,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,12:21,12:24,12:26,12:28,12:30,12:32,12:34,12:36,12:39,12:41,12:43,12:45,12:46,12:49,12:51,12:52,12:54,12:57,13:02,,,,,,,,,,,,,,,
IN,ELSC,324,ELSC_324,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,13:21,13:24,13:26,13:28,13:30,13:32,13:34,13:36,13:39,13:41,13:43,13:45,13:46,13:49,13:51,13:52,13:54,13:57,14:02,,,,,,,,,,,,,,,
IN,ELSC,326,ELSC_326,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,14:21,14:24,14:26,14:28,14:30,14:32,14:34,14:36,14:39,14:41,14:43,14:45,14:46,14:49,14:51,14:52,14:54,14:57,15:02,,,,,,,,,,,,,,,
IN,ELSC,328,ELSC_328,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,15:21,15:24,15:26,15:28,15:30,15:32,15:34,15:36,-,15:41,15:43,15:45,15:46,15:49,15:51,15:52,15:54,15:57,16:02,,,,,,,,,,,,,,,
IN,ELSC,330,ELSC_330,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,16:21,16:24,16:26,16:28,16:30,16:32,16:34,16:36,-,16:41,16:43,16:45,16:46,16:49,16:51,16:52,16:54,16:58,17:02,,,,,,,,,,,,,,,
IN,ELSC,332,ELSC_332,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,16:48,16:51,16:53,16:55,16:57,16:59,17:01,17:03,-,17:07,17:08,17:10,17:11,17:14,17:16,17:17,17:19,17:23,17:27,,,,,,,,,,,,,,,
IN,ELSC,334,ELSC_334,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,17:20,17:23,17:25,17:27,17:29,17:31,17:33,17:35,17:38,17:39,17:41,17:43,17:44,17:47,17:49,17:50,17:52,17:55,18:00,,,,,,,,,,,,,,,
IN,ELSC,336,ELSC_336,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,17:53,17:56,17:58,18:00,18:02,18:04,18:06,18:08,18:11,18:12,18:13,18:15,18:16,18:19,18:21,18:22,18:24,18:27,18:30,,,,,,,,,,,,,,,
IN,ELSC,338,ELSC_338,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,18:18,18:21,18:23,18:25,18:27,18:29,18:31,18:33,-,18:37,18:38,18:40,18:41,18:44,18:46,18:47,18:49,18:52,18:55,,,,,,,,,,,,,,,
IN,ELSC,340,ELSC_340,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,19:18,19:21,19:23,19:25,19:27,19:29,19:31,19:33,19:36,19:37,19:38,19:40,19:41,19:44,19:46,19:47,19:49,19:52,19:55,,,,,,,,,,,,,,,
IN,ELSC,342,ELSC_342,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,20:09,20:12,20:14,20:16,20:18,20:20,20:22,20:24,20:27,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,344,ELSC_344,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,21:09,21:12,21:14,21:16,21:18,21:20,21:22,21:24,21:27,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,346,ELSC_346,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,22:09,22:12,22:14,22:16,22:18,22:20,22:22,22:24,22:27,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,348,ELSC_348,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,23:09,23:12,23:14,23:16,23:18,23:20,23:22,23:24,23:27,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,300,ELSC_300,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,4:53,4:56,4:58,5:00,5:02,5:04,5:06,5:08,-,5:12,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,302,ELSC_302,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,5:48,5:51,5:53,5:55,5:57,5:59,6:01,6:03,-,6:07,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
IN,ELSC,304,ELSC_304,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,6:31,6:34,6:36,6:38,6:40,6:42,6:44,6:46,-,6:50,6:52,6:54,6:56,7:00,7:02,-,7:05,7:08,7:11,,,,,,,,,,,,,,,
IN,ELSC,400,ELSC_400,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,7:00,7:03,7:05,7:07,7:09,7:11,7:13,7:15,7:18,7:20,7:22,7:24,7:26,7:28,7:30,-,7:33,7:36,7:39,,,,,,,,,,,,,,,
IN,ELSC,402,ELSC_402,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,7:20,7:23,7:25,7:27,7:29,7:31,7:33,7:35,-,7:39,7:41,7:43,-,7:47,7:49,-,7:52,7:55,7:58,,,,,,,,,,,,,,,
IN,ELSC,408,ELSC_408,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,7:40,7:43,7:45,7:47,7:49,7:51,7:53,7:55,7:58,8:00,8:02,8:04,-,8:08,8:10,-,8:13,8:16,8:19,,,,,,,,,,,,,,,
IN,ELSC,410,ELSC_410,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,8:00,8:03,8:05,8:07,8:09,8:11,8:13,8:15,-,8:19,8:21,8:23,-,8:27,8:29,-,8:32,8:35,8:38,,,,,,,,,,,,,,,
IN,ELSC,412,ELSC_412,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,8:20,8:23,8:25,8:27,8:29,8:31,8:33,8:35,-,8:39,8:41,8:43,8:45,8:48,8:50,-,8:54,8:57,9:00,,,,,,,,,,,,,,,
IN,ELSC,316,ELSC_316,"South Chicago, 93rd St.",87th Street,83rd Street,"Cheltenham, 79th St.",Windsor Park,South Shore,Bryn Mawr,Stony Island,63rd Street,"59th St., Univ. of Chicago",55th-56th-57th St.,"53rd St., Hyde Park","47th St., Kenwood",27th Street,McCormick Place,18th Street,Museum Campus/11th Street,Van Buren Street,Millennium Station at Randolph Street,,,,,,,,,,,,,,,,9:21,9:24,9:26,9:28,9:30,9:32,9:34,9:36,9:39,9:41,9:43,9:45,9:46,9:49,9:51,9:52,9:54,9:57,10:02,,,,,,,,,,,,,,,
OUT,ELSC,303,ELSC_303,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,5:32,5:34,5:40,5:42,5:44,5:46,5:48,5:50,5:52,5:55,,,,,,,,,,,,,,,
OUT,ELSC,345,ELSC_345,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,20:39,20:43,20:45,20:47,20:49,20:51,20:53,20:56,21:03,,,,,,,,,,,,,,,
OUT,ELSC,347,ELSC_347,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,21:39,21:43,21:45,21:47,21:49,21:51,21:53,21:56,22:01,,,,,,,,,,,,,,,
OUT,ELSC,349,ELSC_349,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,22:39,22:43,22:45,22:47,22:49,22:51,22:53,22:56,23:01,,,,,,,,,,,,,,,
OUT,ELSC,351,ELSC_351,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,23:39,23:43,23:45,23:47,23:49,23:51,23:53,23:56,0:01,,,,,,,,,,,,,,,
OUT,ELSC,353,ELSC_353,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1:07,1:11,1:13,1:15,1:17,1:19,1:21,1:23,1:26,,,,,,,,,,,,,,,
OUT,ELSC,305,ELSC_305,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,6:28,6:30,6:33,6:34,6:35,6:37,6:40,6:42,6:44,6:46,-,6:50,6:52,6:54,6:56,6:58,7:00,7:02,7:05,,,,,,,,,,,,,,,
OUT,ELSC,307,ELSC_307,Millennium Station at Randolph Street,Van Buren Street,Museum Campus/11th Street,18th Street,McCormick Place,27th Street,"47th St., Kenwood","53rd St., Hyde Park",55th-56th-57th St.,"59th St., Univ. of Chicago",63rd Street,Stony Island,Bryn Mawr,South Shore,Windsor Park,"Cheltenham, 79th St.",83rd Street,87th Street,"South Chicago, 93rd St.",,,,,,,,,,,,,,,,6:50,6:52,6:55,6:56,6:57,6:59,7:02,7:04,7:06,7:08,-,7:12,7:14,7:16,7:18,7:20,7:22,7:24,7:27,,,,,,,,,,,,,,,
